サークル名 (Circle),"ふりがな (Circle, phonetically)",URL,ジャンル (Genre),Vocal,主な頒布CD (Album),原曲アレンジの程度 (?),一言
Northern Cross,のーざんくろす,http://ncroblog.blog64.fc2.com/,ロック,女,Little comet,原曲維持,テンポ良いロックにVOCALOIDの歌声を載せたアレンジ（イール)
Northern Mind,のーざんまいんど,http://dhi.s54.xrea.com/,チップチューン,,恋色ラスタースクロール,原曲維持,ロックマン風ファミコンアレンジ。(イール)
Nostalgic Wind,のすたるじっくうぃんど,http://nostalgic-wind.com/,和風、ロック、オーケストラ,,東方懐風堂,原曲維持,原曲の雰囲気を残しつつ、うまくアレンジしているように感じる(UR)
Nostalgie Requiem,のすたるじーれくいえむ,http://nostaltique.blog9.fc2.com/,トランス、ハードコア,,蓬莱ノスタルジア,原曲破壊,暗めのハードにずしんとくるトランス風インスト。（Black）
Ｎｏｔ Ｈｕｍａｎ Ｋｎｏｗｓ,のっとひゅーまんのうず,http://com.nicovideo.jp/community/co1247115,ピアノ,女,東方白音石,原曲重視,
Not Human Knows,のっとひゅーまんのうず,,,女,東方白音石,原曲維持,スローテンポの曲調。ゆったりとした気分になれる(浅葱)
November negative ,のーヴぇんばーねがてぃぶ,,ロック,男,風神霊地,原曲維持,
N-tone,えぬとーん,http://www7a.biglobe.ne.jp/~n-tone/,テクノ、エレクトロニカ,,Dungeon&Danger,原曲破壊,ゆったりとした癒し系アレンジ。(イール)
NULL BOX,ぬるぼっくす,http://nullbox.dee.cc/,テクノ、トランス、ボーカロイド,,Incomplete sounds Vol.2,原曲維持～破壊,四つ打ちでソリッドかつハードな音遣いのテクノトランスアレンジ。（Black）
obtain(Wind of being peaceful),おぶていん,http://o6tain.com/,オーケストラ,,iDTC -TOUHOU RO-,原曲維持～破壊,
ODAWARISTIC COBALT,おだわりすてぃっくこばると,http://suzuiro3.web.fc2.com/,アカペラ,,手焼きデモCD的なもの,,
OG-G Music Works ,おじじーみゅーじっくわーくす,http://ogg-music-works.net/,ハードコア、テクノ、ポップス,,WEIRD ADORABLE WAVE,原曲維持～破壊,スタンダードなハードコア・トランスアレンジ。(イール)
OHBA堂,おばどう,http://ohbado.sakura.ne.jp/,テクノ、エレクトロ、ダンス、ロック,女,幻想蓄音館,原曲維持～破壊,東方幻想連鎖OST。（Black）
One's Spare Time,わんずすぺあたいむ,http://bian.in/tsuredure/,,,Perfect Pachouli,,
onionclub(たまねぎ部),おにおんくらぶ,http://onionclub597.blog99.fc2.com/,ロック,,東風薫る宴に,原曲維持,
OrangeCoffee,おれんじこーひー,http://orangecoffee.sarashi.com/,ジャズ、ピアノ,,クロシロ,原曲維持,大人なジャズアレンジ。(浅葱)
ordures,おーでゅあす,http://ordures.web.fc2.com/,ロック、テクノ、エレクトロ,男,week end look end,原曲維持,アップテンポなロックアレンジとテクノ風味アレンジ。（和泉）
Orpheus,おるふぇうす,http://orpheus.6.ql.bz/,ロック、ジャズ,男女,夢想文楽,原曲維持,アップテンポなロックからしっとり聞かせるジャズまで多彩なアレンジ。生演奏多め。(りず)
Orpheus*,おるふぇうすあすたりすく,http://music.geocities.jp/orpheus8asterisk/,ロック、ハードロック、トランス、エレクトロ、メタル、トランス、,女,Orpheus*,原曲維持,エレキギターの疾走感とドラムの爆音に乗せて女声ボーカル、トランスインストも。（Black）
OTAKU-ELITE Recordings,おたくえりーとれこーでぃんぐす,http://otakueliterecordings.net/,ポップス、ロック,男女,Purple and Cherrypink,原曲破壊,イオシスで活躍中のD.watt氏と七条レタス氏のサークル。安定したヴォーカルアレンジ。(Izm)
OutBreak株式会社,あうとぶれいくかぶしきがいしゃ,http://mixi.jp/view_community.pl?id=4369393,ロック、ハードロック、メタル、ボーカロイド,女,Inborn Nature,原曲維持,ノリのいいハードロックアレンジやバラードに女声ボーカル。初音ミクも半分ほど。（Black）
overpure,おーばーぴゅあ,http://overpure.net/,,,suzukaze*dream,原曲維持,耳に流れるように聞こえるアレンジ。さわやかで、楽しい気持ちになれる。(UR)
overTuner,おーヴぁーちゅーなー,http://overtunergig.net/,ポップス、アコギ、ピアノ,男,ココロドロップス,原曲維持～破壊,ライトなロック風アレンジに男性ボーカル。スタンダードなナンバーといった感じ。（Black）
Pandora-Box,ぱんどらぼっくす,,,,東方皇尊夢,,
PARADOX,ぱらどっくす,http://www.max.hi-ho.ne.jp/keiya/,ロック、メタル、アコギ,,Closed Session,原曲重視,プロミュージシャン４人による生演奏。演奏技術の高さはさすがと言うばかり。(イール)
paralyrics,ぱららいこす,http://paralyrics.com/,ロック、トランス、エレクトロ,,起 - Blaze of Rise - ,原曲重視,
paralyze,ぱららいず,,,,,,
PARANOIA PARADOX,ぱらのいあぱらどっくす,http://paranoiaparadox.com/,テクノ、エレクトロ、ドラムンベース,女,RE;FLECTOR,原曲維持,細かいビートやドラムが印象的な打ち込み系テクノ風アレンジに女声ボーカル。（Black）
PASTEL JAM,ぱすてるじゃむ,http://pasteljam.blog89.fc2.com/,テクノ、エレクトロ、ハウス、ボーカロイド,,幻想響楽祭,原曲維持,打ち込み系マルチジャンルアレンジ。手堅く聴きやすい。（Black）
pastyle,ぱすたいる,http://pastyle.web.fc2.com/,ダンス、トランス,,RED! 道中!!,原曲維持～破壊,
Petrolatum Box,ぺとろらたむぼっくす,http://illmab.iaigiri.com/,ロック,男,ダズリング・ブライトネス,原曲重視,ヴォーカル有りバンドアレンジ。ヴォーカルのレベルアップに期待(麦)
-PF AUDIO-,ぴーえふおーでぃお,http://ameblo.jp/pfaudio/,ポップス、ロック,女,Reunion Bloom,原曲維持,エレギと透明なボーカルのハーモニー。（和泉）
PhantomMist,ふぁんとむみすと,http://phantommist.blog.fc2.com/,ロック、エレクトロ,,End of Xillion,原曲重視,
PHOENIX Project,ふぇにっくすぷろじぇくと,http://www.p-pr.info/,ロック、テクノ、エレクトロ,,Scarlet Inferno,原曲維持,重厚なギターは必聴。（Black）
PICO研,ぴこけん,,ピアノ、エレクトロ,,東方暗夜楼,原曲維持,タイトルどおり電子音を使ったダークエレクトロ。(悟)
Piece of Rain,ぴーすおぶれいん,http://www1.ocn.ne.jp/~por2010/,ロック、メタル,,東方クロニクル,原曲維持,生演奏ギターがによるロックアレンジ。(イール)
planet+,ぷらねっとぷらす,http://planet-plus.squares.net/,ダンスポップ、ポップス、エレクトロ,女,Prismatic,原曲維持,軽やかなメロに電波ライクなかわいらしい女声ボーカル。（Black）
plum graffiti,ぷらむぐらふぃてぃ,http://r-graffiti.seesaa.net/,,,純情恋娘,,
PMS,ぴーえむえす,http://homepage2.nifty.com/pms_music_info/,ロック、ジャズ、エレクトロ,,Blue Blossom's Fragments,原曲重視,原曲を活かしたゆったりとしたアレンジ。(イール)
POCKET AD,ぽけっとえーでぃー,http://pocketad.blog57.fc2.com/,メタル、テクノ,,東方パイレーツ・メタル,原曲維持,スピードの有るギターを中心としたメタルアレンジ。
PopKorn,ぽっぷこーん,http://www11.plala.or.jp/popkorn/circle/,ポップス、ロック、オーケストラ,,叙景的小組曲「雪と桜のシンフォニエッタ」,原曲維持,アップテンポなポップスと壮大なオーケストラアレンジ。(イール)
positive suicide,ぽじてぃぶすぅさいど,http://positivesuicide.at-ninja.jp/,メタル,男,"You Shoot, I Move ",原曲破壊,デスメタルボーカルアレンジ。熱いshoutが特徴的(イール)
PPSE部,ぴーぴーせすいーぶ,http://picopicose.com/,エレクトロ、和楽器,,THE NEWEST SFC SOUNDTRACK 〜幻想郷編,原曲維持,スーパーファミコン音源を使用したアレンジがなかなか楽しい。(UR)
Presence∝fTVA,ぷれぜんすえふてぃぶぃーえー,http://www3.to/presence,,,Presence∝fTVAシリーズ,,
primenotes,ぷりむのーつ,,ピアノ,,Orienotnotes,原曲維持,洗練されたピアノアレンジ。(イール)
PRISMATICA MATERIAL RECRDS,ぷりずまちかまてりある,,ダンス、トランス,,STORM BRINGER,原曲維持,
Private Square,ぷらいべーとすくうぇあ,,テクノ、トランス,,Star dust little box,原曲重視,
Project H.A.P.,ぷろじぇくとえいちえーぴー,http://www.project-hap.com/,,,SPECTER KILLER,,
PROJECT tM@S,ぷろじぇくとてぃーます,http://www.ykp2.com/rt4.htm,ポップス,女,幻想メガ★ラバ,原曲維持,アイドルをテーマにした合同企画。ポップなヴォーカルアレンジ。(りず)
PROSCIUTTO,ぷろしゅーと,http://www.prosciutto.jp/,ハウス、テクノ、トランス,女,verticality,原曲維持,ゆったりめのテクノアレンジ。(イール)
PSYCHLONE,さいくろん,http://psychlone.blog112.fc2.com/,テクノ、トランス,女,P-S-Y-R-E-N,原曲維持～破壊,スタンダードなトランス風ダンスポップアレンジ。（Black）
Pulse Circus,ぱるすさーかす,http://www6.plala.or.jp/maximus/,バンブラ,,東方携音径,原曲重視,大合奏！バンドブラザーズアレンジ(イール)
Punk Dirty Channel,ぱんくだーてぃちゃんねる,http://iemitsu.net/,エレクトロ、ロック、トランス,,Historie del' Ross Ross Ross,原曲維持～破壊,iemitsuさんの別名義ユニット。(イール)
PURE-POLLUTION,ぴゅあぽりゅーしょん,http://www.snv.jp/,ハウス、トランス、ピアノ,,White Embrace,原曲維持,澄んだピアノアレンジが特徴的。(イール)
PXP,ぴーえっくすぴー,http://members2.jcom.home.ne.jp/pxp/,メタル,,ALICE GATE,原曲破壊,重厚なヘビメタアレンジ。(イール)
Q-BIT,きゅーびっと,http://qbit.soragoto.net/,ポップス、ロック,男,CLEAR TONE,原曲維持,男性ヴォーカルアレンジがメイン。(浅葱)
QLOCKS,くろっくす,http://www.justmystage.com/home/qlocks/,ロック、ジャズ、ピアノ,男女,紅色の繊か,原曲維持～破壊,ジャンル多彩だが聞きやすいアレンジが多くヴォーカル曲もレベルが高い。(りず)
QLOCKS,,,,,,,神曲たち(アルクヴェスタ)
qweasar,くえーさー,http://qwsr.net/,ハウス,,The Butterfly Effect,原曲維持～破壊,雰囲気重視の落ち着いたアレンジ。(浅葱)
R/K Project,あーるけーぷろじぇくと,http://r44kproject.web.fc2.com/,ロック,男,Invisible Order ,原曲維持,端正にシンプルなロックアレンジに男声ボーカルが気合でがんばる。（Black）
Raccoon Tail,らくーんている,http://raccoontail40.gjpw.net/,オルゴール、トランス,女,歯車仕掛けの箱庭,原曲維持,
Radical Rhythm,らでぃかるりずむ,http://www.rdcl.net/,ダンス、トランス、ハードコア,女,First Impact,原曲重視,原曲のメロディを活かしたテンポのよいクラブ系アレンジ。(浅葱)
Rain Binds a Sad Seeker,れいんばいんずあさっどしーかー,http://jp.myspace.com/1004882829,メタル、ハードロック,男,ればさしDemo part.1,原曲維持～破壊,メタルサウンドに男声ボーカル絶叫のスクリーモ系。（Black）
Rastel Arts,らすてるあーつ,http://rastelarts.net/Rastel_Arts/welcome.html,ロック,男女,Blindness Eve,原曲重視,正統派ヴォーカルアレンジ。(イール)
re.baro,りべろ,http://sound.jp/yuu136/,ジャズハウス、オーケストラ、バロック,男,BRAND-NU RETRO AT EASTERN,原曲維持,耳に心地いいジャズなど、耳に聞きやすい感じ。(UR)
Re:SPEC,りすぺっく,http://kbwnk.net/,ポップス、ダンス、ロック,女,東方音唄祭,原曲維持～破壊,まじかるさくやが有名。アレンジはインストがほとんとで各ジャンル幅広く。(イール)
"Re:Volte(Scinicade,Sonic Revolution)",りぼるて,http://re-volte.net/,ポップス、ピアノ、フルート、トランス,女,東方幻奏録シリーズ,原曲維持,ピアノ・フルートの生演奏からヴォーカル・ドラマＣＤまで多彩なサークル。(隆)
RED BIRD,れっどばーど,http://redbird.iza-yoi.net/,ロック、トランス、エレクトロ,女,Tranquil fragrance,原曲重視,聞きやすいアレンジが多いがインパクトに欠けるか。(麦)
Red Bullet Sequence,れっどぶれっとしーくえんす,http://upupdowndown.sakura.ne.jp/,テクノ、エレクトロ、ヒップホップ,,HelioPhobia,原曲維持～破壊,大胆なアレンジが印象的。（あや）
Red innocence ,れっどいのせんす,,,,Eye Splice ,,
RedGear,れっどぎあー,http://redgear.comli.com/,,,東方レボリューション,,
RegaSound,れがさうんど,http://regasound.com/,ロック,男,Nostalgia,原曲維持,JPOP風本格的ヴォーカルアレンジ。(イール)
Regeneratix,りじぇねれいてぃくす,http://regeneratix.web.fc2.com/,テクノ、トランス、ハードコア,,sky,原曲維持,ダンサブルなトランス系打ち込みアレンジ。東方以外にもゲームミュージックアレンジ。（Black）
